monto_prestamo,plazo,tasa_interes,trabajo_prestatario,antiguedad_prestatario,estatus_vivienda,ingreso_anual,estatus_verif_ingreso,fecha_prestamo,estatus_prestamo,tipo_prestamo,estado_vive,proporcion_pagos,pagos_recib,cargos_atrasados,pagos_mes_anterior,meses_mala_calif,tipo_solicitud,ingreso_conjunto,cuentas_mora,saldo_total,saldo_plazos,hipotecas,metodo_recibe_pago
12375,36 months,15.31,Superior Court of Orange County,6 years,OWN,55161,Source Verified,01-08-2012,Fully Paid,Bathroom,CA,6.79,15511.0683474436,0,01-08-2015,,Individual,,0,,,0,Cash
8300,36 months,16.29,Westchase Construction,6 years,MORTGAGE,88000,Not Verified,01-08-2012,Fully Paid,Credit Card Refinance,TX,13.98,10546.2000027054,0,01-08-2015,,Individual,,0,,,2,Cash
12000,36 months,15.31,APS,10+ years,RENT,120000,Not Verified,01-08-2012,Fully Paid,Debt consolidation,AZ,8.75,14762.260467977,0,01-10-2014,,Individual,,0,,,4,Cash
10000,36 months,10.16,Delaware Park,8 years,RENT,31304,Not Verified,01-08-2012,Fully Paid,Debt consolidation,DE,29.59,11642.1200000007,0,01-08-2015,,Individual,,0,,,0,Cash
2000,36 months,15.31,Nielsen Company,9 years,MORTGAGE,40000,Not Verified,01-08-2012,Fully Paid,Solarpanels,FL,15.1,2506.797850934,0,01-08-2015,,Individual,,0,,,1,Cash
7700,36 months,6.03,The University of New Mexico,< 1 year,MORTGAGE,57000,Not Verified,01-08-2012,Fully Paid,Chase Card Refinance Loan,NM,9.81,8262.1400460211,0,01-03-2014,,Individual,,0,,,1,Cash
12000,36 months,7.62,Deutsche Telekom,7 years,RENT,79000,Source Verified,01-08-2012,Fully Paid,Moving Debt Consolidation,NY,5.67,13451.5899978199,0,01-05-2015,,Individual,,0,,,0,Cash
34775,36 months,24.89,American Mortgage Consultant,7 years,MORTGAGE,150000,Verified,01-08-2012,Charged Off,fix,FL,26.45,13806.3,0,01-06-2013,,Individual,,0,,,4,Cash
23850,60 months,18.75,Hyatt Regency Chesapeake Bay,4 years,RENT,60000,Verified,01-08-2012,Charged Off,Loan 2,MD,33.54,10898.89,0,01-09-2013,,Individual,,0,,,0,Cash
33950,60 months,17.27,Travelers Company,8 years,OWN,85000,Verified,01-07-2012,Charged Off,Help Me Refi 2 High Rate Credit Cards!,SC,26.51,44594.4399206163,42.4300000487,01-01-2017,,Individual,,0,,,0,Cash
15000,36 months,18.49,Hair Club,7 years,MORTGAGE,130000,Verified,01-08-2012,Fully Paid,Get out of debt Loan,TX,4.85,18840.0074595467,0,01-06-2014,,Individual,,0,,,2,Cash
6000,36 months,14.09,MMR OFFSHORE SERVICE,10+ years,RENT,80000,Not Verified,01-07-2012,Fully Paid,Consolidate Credit Cards,LA,24.29,6736.9832664471,0,01-07-2013,,Individual,,0,,,0,Cash
30000,60 months,12.12,Verio,8 years,MORTGAGE,120000,Source Verified,01-07-2012,Fully Paid,Home Down Payment,CO,3.68,36032.9260341571,0,01-02-2016,,Individual,,0,,,10,Cash
8000,36 months,6.03,Hotel Deluxe/Gracies,4 years,OWN,72000,Not Verified,01-07-2012,Fully Paid,Car financing,OR,12.45,8386.74170595539,0,01-07-2013,,Individual,,0,,,2,Cash
15000,60 months,11.14,State of New Jersey,8 years,OWN,107000,Verified,01-07-2012,Fully Paid,Debt consolidation,NJ,6.58,19630.9700014583,0,01-07-2017,,Individual,,0,,,3,Cash
12000,36 months,12.12,Berkshire Medical Center,10+ years,MORTGAGE,75000,Not Verified,01-07-2012,Fully Paid,Home improvement,MA,16.93,13606.1891393922,19.959999938902,01-12-2013,,Individual,,0,,,2,Cash
24925,36 months,15.31,U.S. Army,10+ years,RENT,63000,Verified,01-07-2012,Fully Paid,Credit card debt consolidate,TX,33.96,31241.5141838731,0,01-07-2015,,Individual,,0,,,0,Cash
10000,36 months,18.49,standard hotel,8 years,RENT,45000,Not Verified,01-07-2012,Fully Paid,debt consolidation,NY,17.95,12842.3900000009,0,01-10-2014,,Individual,,0,,,0,Cash
9000,36 months,7.9,,10+ years,RENT,50000,Source Verified,01-07-2012,Fully Paid,Credit Card Consolidation Loan,NJ,21.17,10019.0775261235,0,01-08-2014,,Individual,,0,,,0,Cash
29700,36 months,15.31,CHRISTUS Spohn Health System,4 years,RENT,75000,Not Verified,01-07-2012,Fully Paid,Debt consolidation,TX,20.42,37226.63871023,0,01-07-2015,,Individual,,0,,,0,Cash
5000,36 months,12.12,BJRH,4 years,RENT,45000,Source Verified,01-07-2012,Charged Off,Debt consolidation,NC,13.44,1563.16,0,01-03-2013,,Individual,,0,,,0,Cash
27575,60 months,20.49,"Cutrale Citrus Juices USA, Inc.",10+ years,MORTGAGE,70000,Verified,01-07-2012,Fully Paid,sincerely appreciated,FL,27.74,44286.3204816558,0,01-07-2017,,Individual,,0,,,6,Cash
35000,60 months,22.95,FAA,10+ years,MORTGAGE,110000,Verified,01-07-2012,Fully Paid,Medical expenses,MO,17.04,56948.2316621449,0,01-03-2016,,Individual,,0,,,3,Cash
14000,36 months,14.33,Government,10+ years,MORTGAGE,75000,Verified,01-07-2012,Fully Paid,Debt consolidation,OK,21.07,17058.9710391278,0,01-10-2014,,Individual,,0,,,3,Cash
7000,36 months,11.14,TCU,4 years,MORTGAGE,98500,Not Verified,01-07-2012,Fully Paid,Debt Consolidation,TX,27.81,8266.8440426464,0,01-07-2015,,Individual,,0,,,3,Cash
5600,36 months,15.31,HARRIS & ASSOCIATES,9 years,MORTGAGE,69000,Not Verified,01-07-2012,Fully Paid,Debt consolidation,CA,8.89,7019.1459762256,0,01-07-2015,,Individual,,0,,,1,Cash
19650,36 months,14.33,Gemini Explorations,6 years,OWN,85000,Not Verified,01-07-2012,Charged Off,Lending Club,LA,19.29,24456.37,101.198291113597,01-06-2015,,Individual,,0,,,0,Cash
10000,36 months,12.12,LAUSD - Rosemont EEC,4 years,RENT,32000,Source Verified,01-07-2012,Fully Paid,Loan101,CA,7.84,11977.7703908942,0,01-07-2015,,Individual,,0,,,0,Cash
13000,36 months,9.76,J2licensing,4 years,RENT,29640,Not Verified,01-07-2012,Fully Paid,pay off debt,MI,18.95,15048.3094281744,0,01-07-2015,,Individual,,0,,,0,Cash
8400,36 months,14.65,CTI,6 years,MORTGAGE,98500,Not Verified,01-07-2012,Fully Paid,Wedding Expense Loan,OH,15.49,9581.4668388221,0,01-09-2013,,Individual,,0,,,3,Cash
18000,36 months,15.31,General Microsystems Inc,7 years,MORTGAGE,72000,Verified,01-07-2012,Fully Paid,Debt consolidation,WA,28.39,22561.5539843925,0,01-07-2015,,Individual,,0,,,5,Cash
27575,60 months,23.13,The Healthcare Proprietors Agency,4 years,MORTGAGE,56000,Verified,01-07-2012,Charged Off,Debt,LA,25.39,33210.7,0,01-11-2015,,Individual,,0,,,4,Cash
6000,36 months,12.12,Meridian Behavioral Healthcare,1 year,RENT,35700,Not Verified,01-06-2012,Fully Paid,Credit Card Freedom,FL,21.68,6950.7882797365,0,01-06-2014,,Individual,,0,,,0,Cash
12800,36 months,8.9,Mountain Air Systems,7 years,MORTGAGE,74000,Not Verified,01-06-2012,Fully Paid,debt con.,VT,15.28,14631.8400000013,0,01-07-2015,,Individual,,0,,,4,Cash
10000,36 months,14.65,village green of wallingford,< 1 year,OWN,80000,Verified,01-06-2012,Fully Paid,farm debt,CT,27.44,12351.6000000011,0,01-12-2014,,Individual,,0,,,0,Cash
35000,36 months,8.9,,n/a,MORTGAGE,91000,Verified,01-06-2012,Charged Off,usarmyrotc,WI,13.31,30006.99,0,01-10-2014,,Individual,,0,,,1,Cash
28100,36 months,17.99,East Irondequoit Central School District,10+ years,MORTGAGE,60000,Verified,01-06-2012,Fully Paid,Credit Card Refinancing,NY,22.58,35457.5318044152,0,01-06-2014,,Individual,,0,,,4,Cash
12000,36 months,14.65,Elegant Fireplace Mantel,5 years,RENT,30000,Source Verified,01-06-2012,Charged Off,Advance loan,CA,24.4,5266.05,0,01-12-2013,,Individual,,0,,,0,Cash
10050,36 months,13.67,Otrada,2 years,RENT,21120,Verified,01-06-2012,Fully Paid,Home purchase,VA,0.85,12307.5291618445,0,01-06-2015,,Individual,,0,,,0,Cash
9600,36 months,19.22,Credit Suisse,2 years,RENT,160000,Source Verified,01-06-2012,Fully Paid,CC Refinance,NY,1.85,10738.825348851,0,01-02-2013,,Individual,,0,,,0,Cash
20000,36 months,9.76,,n/a,RENT,63800,Source Verified,01-06-2012,Fully Paid,Re-equip Loan,NC,23.53,23151.2900000016,0,01-06-2015,,Individual,,0,,,1,Cash
10400,36 months,13.99,Network Solutions,1 year,OWN,50000,Not Verified,01-06-2012,Fully Paid,Credit card payoff loan,PA,27.26,12794.2596373588,0,01-06-2015,,Individual,,0,,,0,Cash
20000,60 months,16.29,Ford Motor Corp,10+ years,MORTGAGE,100000,Verified,01-06-2012,Fully Paid,Personal,NY,27.31,29373.1708943822,0,01-06-2017,,Individual,,0,,,4,Cash
16000,60 months,17.99,SLCE Architects,5 years,RENT,62000,Verified,01-06-2012,Fully Paid,Credit card refinancing,NY,24.43,23391.26,0,01-11-2015,,Individual,,0,,,0,Cash
6500,36 months,12.12,The Bank of New York Mellon,< 1 year,RENT,58000,Source Verified,01-06-2012,Fully Paid,Credit card refinancing,PA,27.7,7774.1599980887,0,01-03-2015,,Individual,,0,,,0,Cash
17000,36 months,10.74,oreilly auto parts,10+ years,RENT,72000,Not Verified,01-06-2012,Fully Paid,personal loan,CA,5.34,19589.3842412553,0,01-06-2014,,Individual,,0,,,0,Cash
1200,36 months,13.67,Hewlett-Packard,10+ years,MORTGAGE,94022.04,Verified,01-06-2012,Fully Paid,Debt Consolidation,CA,13.36,1395.8601389927,0,01-12-2013,,Individual,,0,,,3,Cash
11250,36 months,7.62,IBM Corp,10+ years,MORTGAGE,52000,Verified,01-06-2012,Charged Off,Debt Consol,NY,25.2,3505.7,0,01-04-2013,,Individual,,0,,,3,Cash
20000,60 months,13.11,,n/a,RENT,70418,Verified,01-06-2012,Fully Paid,debt consolidation,FL,13.03,27388.2905017916,0,01-06-2017,,Individual,,0,,,1,Cash
12000,36 months,7.9,brookhaven national laboratory,10+ years,MORTGAGE,111000,Not Verified,01-06-2012,Fully Paid,Credit card consolidation,NY,10.21,13517.3599968154,0,01-06-2015,,Individual,,0,,,5,Cash
35000,60 months,22.78,Kingsview financial,1 year,MORTGAGE,225000,Verified,01-06-2012,Fully Paid,Debt consolidation,IL,11.7,59070.565379992,0,01-05-2017,,Individual,,0,,,6,Cash
20000,60 months,19.22,"Simpson Gumpertz & Heger, Inc.",5 years,MORTGAGE,120000,Verified,01-05-2012,Charged Off,MY CONSOLIDATION LOAN!,MA,11.64,10441.23,0,01-06-2013,,Individual,,0,,,1,Cash
3000,36 months,6.03,Sunshine Bible Academy,3 years,RENT,35000,Not Verified,01-05-2012,Fully Paid,debt consolidation,SD,28.18,3281.5932956594,0,01-01-2015,,Individual,,0,,,0,Cash
15000,60 months,10.74,m&l ins,5 years,MORTGAGE,50000,Not Verified,01-06-2012,Fully Paid,time share,FL,15.13,17809.4492886333,0,01-07-2014,,Individual,,0,,,2,Cash
11000,36 months,12.12,Hillsborough County Public Schools,9 years,RENT,39000,Source Verified,01-05-2012,Fully Paid,Invest in Me Please,FL,10.77,13175.5700047717,0,01-06-2015,,Individual,,0,,,0,Cash
20000,36 months,15.31,"Applian Technologies, Inc",5 years,RENT,150000,Source Verified,01-05-2012,Fully Paid,Wedding Loan,CA,12.08,25012.8199999987,0,01-02-2015,,Individual,,0,,,0,Cash
17000,36 months,13.11,Dept homeland security,10+ years,MORTGAGE,105000,Verified,01-05-2012,Fully Paid,Credit Card,MA,10.83,20653.1258447324,0,01-06-2015,,Individual,,0,,,2,Cash
15200,36 months,13.99,CAC & Don Pablos,4 years,RENT,38500,Source Verified,01-05-2012,Fully Paid,The All In One Never Been Late Loan,MD,17.83,18381.2268756431,0,01-08-2014,,Individual,,0,,,0,Cash
10500,60 months,18.25,US Airways,< 1 year,MORTGAGE,33800,Source Verified,01-05-2012,Charged Off,Motorcycle,NC,0.71,1363.19,0,01-10-2012,,Individual,,0,,,1,Cash
25000,36 months,13.67,"Heavy Transport, Inc",10+ years,RENT,85000,Source Verified,01-05-2012,Fully Paid,My bailout,CA,8.53,30596.7099999974,0,01-03-2015,,Individual,,0,,,0,Cash
3200,36 months,13.11,Wells Fargo Bank,2 years,RENT,35000,Source Verified,01-05-2012,Fully Paid,Credit Card Consolidation,CA,19.4,3658.87356649875,0,01-09-2013,,Individual,,0,,,0,Cash
30000,60 months,23.13,General Motors,10+ years,RENT,150000,Verified,01-05-2012,Fully Paid,Debt Consolidation,MI,12.92,50877.1970334639,0,01-05-2017,,Individual,,0,,,0,Cash
11600,60 months,21.48,Herzog Technologies,5 years,MORTGAGE,69000,Verified,01-05-2012,Fully Paid,Photography/Debt Consolidation,TX,12.82,19115.8199923345,15.8500000106,01-05-2017,,Individual,,0,,,1,Cash
6000,36 months,6.03,County of Kern,5 years,MORTGAGE,29353,Verified,01-04-2012,Fully Paid,My Nissan Car Loan,CA,0.61,6376.1897361374,0,01-05-2014,,Individual,,0,,,1,Cash
8500,36 months,13.99,Madison Square Garden Entertainment,9 years,RENT,174692,Source Verified,01-04-2012,Fully Paid,credit card pay off,NY,1.12,9862.8847956284,0,01-10-2013,,Individual,,0,,,0,Cash
3000,36 months,7.9,The Houser Group Inc,10+ years,RENT,58000,Not Verified,01-04-2012,Fully Paid,2011 taxes,TX,20.03,3379.3099990499,0,01-05-2015,,Individual,,0,,,0,Cash
5000,36 months,10.74,state of illinois,10+ years,MORTGAGE,47619,Not Verified,01-04-2012,Fully Paid,credit card,IL,22.3,5704.4109316455,0,01-02-2014,,Individual,,0,,,0,Cash
12000,36 months,13.67,NY VA,9 years,RENT,80000,Not Verified,01-04-2012,Charged Off,CC,NY,14.82,14068.08,0,01-05-2015,,Individual,,0,,,0,Cash
18000,36 months,12.12,Body Life MD,< 1 year,RENT,112000,Verified,01-04-2012,Fully Paid,Other Purpose Loan,FL,8.64,20368.1707567328,0,01-06-2014,,Individual,,0,,,0,Cash
17000,36 months,14.65,Spagio Wine Lounge,< 1 year,RENT,70000,Source Verified,01-04-2012,Fully Paid,Credit Card Loan,OH,12.05,20996.5499896086,0,01-04-2015,,Individual,,0,,,0,Cash
5000,36 months,15.31,LAB TEST FLORIDA,5 years,RENT,18000,Not Verified,01-04-2012,Charged Off,CREDIT CARD CONSOLIDATION,FL,11,3681.89,0,01-11-2013,,Individual,,0,,,0,Cash
21000,36 months,13.11,Lowe's Home Improvement,6 years,RENT,70000,Source Verified,01-04-2012,Fully Paid,Bills Pay,NY,20.74,25512.6800067702,0,01-04-2015,,Individual,,0,,,0,Cash
12000,36 months,6.62,Alcoa Howmet Castings,8 years,RENT,64000,Not Verified,01-04-2012,Fully Paid,Personal Loan,TX,15.54,13263.9599977268,0,01-04-2015,,Individual,,0,,,1,Cash
6000,36 months,15.81,State farm insurance,< 1 year,RENT,36000,Not Verified,01-04-2012,Fully Paid,Debt helper,NC,8.3,7264.6785222153,0,01-01-2014,,Individual,,0,,,0,Cash
10000,36 months,12.12,Syracuse University,6 years,RENT,97000,Source Verified,01-04-2012,Fully Paid,CCRef,MA,2.89,11547.2283601832,0,01-12-2013,,Individual,,0,,,0,Cash
20000,36 months,7.62,Dell Inc,5 years,MORTGAGE,120000,Verified,01-04-2012,Fully Paid,Home Improvement Loan,MI,1.28,22182.0095299493,0,01-05-2014,,Individual,,0,,,4,Cash
5000,36 months,7.9,Bridgepoint Education,4 years,MORTGAGE,58144,Not Verified,01-04-2012,Fully Paid,Home Improvement project,CA,27.41,5292.3577826389,0,01-02-2013,,Individual,,0,,,5,Cash
7700,36 months,6.62,Evergreen Cemetery,5 years,OWN,18000,Verified,01-04-2012,Fully Paid,Credit Card Consolidation,MI,25.87,8284.2162448513,0,01-09-2014,,Individual,,0,,,,Cash
11000,36 months,6.62,Broward Sheriff's Office,10+ years,MORTGAGE,60000,Not Verified,01-04-2012,Fully Paid,Home Improvement,FL,19.75,12158.6100020884,0,01-04-2015,,Individual,,0,,,0,Cash
17500,60 months,15.81,Dignity Health,8 years,OWN,150000,Source Verified,01-04-2012,Charged Off,CC,CA,9.02,2119.05,0,01-09-2012,,Individual,,0,,,0,Cash
30000,60 months,14.65,shreveport fire dept,10+ years,MORTGAGE,80000,Source Verified,01-04-2012,Fully Paid,debt consolidation,LA,12.12,41154.2299297486,0,01-10-2015,,Individual,,0,,,3,Cash
19425,36 months,14.65,mcculoch utility services inc,5 years,RENT,39000,Verified,01-04-2012,Charged Off,pay credit,SC,17.66,20651.08,0,01-12-2014,,Individual,,0,,,0,Cash
27000,36 months,18.25,Milliken and Company,8 years,MORTGAGE,103000,Verified,01-04-2012,Fully Paid,Home Improvement,SC,22.32,32466.5781391629,0,01-08-2013,,Individual,,0,,,0,Cash
20000,60 months,13.99,Goldman Sachs,6 years,RENT,115000,Source Verified,01-03-2012,Fully Paid,Unwind Debts,IL,6.24,26618.9400000023,0,01-05-2015,,Individual,,0,,,0,Cash
12000,36 months,13.67,Marriott,7 years,RENT,65000,Source Verified,01-03-2012,Charged Off,money now,TX,10.82,11609.2,0,01-08-2014,,Individual,,0,,,0,Cash
10000,36 months,13.67,Hospital,5 years,MORTGAGE,50000,Not Verified,01-03-2012,Fully Paid,Loan,NY,22.66,12246.2903285108,0,01-04-2015,,Individual,,0,,,0,Cash
35000,36 months,8.9,Columbia University Medical Center,5 years,RENT,115000,Verified,01-03-2012,Fully Paid,Lower Interest,NY,13.84,40009.0099869832,0,01-03-2015,,Individual,,0,,,,Cash
10300,36 months,10.74,"Innovatech Solutions, INc",2 years,RENT,50000,Source Verified,01-03-2012,Fully Paid,Creidt Card Loan,NJ,4.78,12100.0991561022,0,01-03-2015,,Individual,,0,,,,Cash
14000,60 months,21.48,US Army,4 years,RENT,46776.48,Source Verified,01-03-2012,Charged Off,No More Debt,NC,15.8,16722.83,16.96,01-12-2015,,Individual,,0,,,,Cash
18000,60 months,13.99,Open MRI of Bala Cynwyd,3 years,MORTGAGE,52375,Verified,01-03-2012,Fully Paid,Debt Consolidation,PA,2.13,20170.8577871494,0,01-02-2013,,Individual,,0,,,,Cash
10800,36 months,12.12,Infolab Inc,3 years,OWN,65000,Not Verified,01-03-2012,Fully Paid,Consolidation,FL,6.74,12356.1905370424,0,01-09-2013,,Individual,,0,,,,Cash
10000,36 months,13.99,DHS TSA,5 years,OWN,75000,Source Verified,01-03-2012,Fully Paid,Other,KS,2.81,11755.868011041,17.09000000269,01-10-2013,,Individual,,0,,,,Cash
35000,60 months,22.45,major drilling,5 years,MORTGAGE,95000,Verified,01-02-2012,Fully Paid,consolidation loan,UT,17.32,44885.5514886286,0,01-11-2013,,Individual,,0,,,,Cash
3200,36 months,7.62,,4 years,OWN,18996,Verified,01-02-2012,Fully Paid,Credit,TX,27.96,3479.4633909024,0,01-12-2013,,Individual,,0,,,,Cash
6000,36 months,9.76,Law Office of JIllian Sidoti,2 years,RENT,30000,Source Verified,01-02-2012,Fully Paid,Debt Consolidation,CA,8.44,6945.3900015121,0,01-02-2015,,Individual,,0,,,,Cash
10000,36 months,7.62,VLS Systems Inc,1 year,RENT,80000,Source Verified,01-02-2012,Fully Paid,major_purchase,WI,13.22,10989.293708923,0,01-11-2013,,Individual,,0,,,,Cash
18000,60 months,13.67,Eastern Correctional Instutition,10+ years,RENT,80000,Not Verified,01-02-2012,Fully Paid,"new tire, new grass cutter, pay bills of",MD,5.4,23674.6375656472,0,01-02-2017,,Individual,,0,,,,Cash
16000,36 months,19.99,Defense Department - Civil Service,10+ years,MORTGAGE,79000,Verified,01-02-2012,Fully Paid,Vehicle and High Revolving Credit Card,WA,23.89,18616.2716088569,0,01-01-2013,,Individual,,0,,,,Cash
20000,36 months,11.71,Andrews ISD,8 years,MORTGAGE,48888,Verified,01-02-2012,Charged Off,Credit Card consolidation,TX,13.82,13230.4,0,01-10-2013,,Individual,,0,,,,Cash
12000,36 months,14.65,Dubberly Design Office,10+ years,OWN,200000,Source Verified,01-02-2012,Fully Paid,Debt Consolidation,CA,6.45,12734.432185134,0,01-09-2012,,Individual,,0,,,,Cash
8000,36 months,13.49,"L-3 Communications, Power Paragon, Inc.",1 year,OWN,18377,Source Verified,01-02-2012,Fully Paid,Consolidation,CA,9.93,9736.7738593748,0.0818376853,01-11-2014,,Individual,,0,,,,Cash
14600,36 months,11.71,city of hickory,9 years,MORTGAGE,60000,Source Verified,01-02-2012,Fully Paid,Refinance loan,NC,7.16,17392.8000083776,0,01-03-2015,,Individual,,0,,,,Cash
1800,36 months,16.29,MetLife Auto & Home,6 years,MORTGAGE,50000,Verified,01-02-2012,Fully Paid,Personal Emergency,NY,3.85,2287.3707280888,0,01-02-2015,,Individual,,0,,,,Cash
8000,36 months,6.03,NCO Financial,8 years,RENT,39000,Verified,01-01-2012,Charged Off,Credit Card Payoff,CA,29.44,1849.92,0,01-08-2012,,Individual,,0,,,,Cash
11500,36 months,7.9,JonesTrading Institutional Services,5 years,RENT,85000,Source Verified,01-01-2012,Fully Paid,Personal,CA,10.11,12930.7769129777,0,01-10-2014,,Individual,,0,,,,Cash
10000,36 months,14.65,HauteLook,1 year,RENT,40000,Source Verified,01-01-2012,Fully Paid,Franchise Aquistion,CA,9.87,12405.4085411138,0,01-12-2014,,Individual,,0,,,,Cash
25000,60 months,12.42,"Munich Reinsurance America, Inc.",1 year,RENT,83000,Verified,01-01-2012,Fully Paid,Debt Consolidation in Prep for New Home,NJ,18.75,26744.3136375362,0,01-08-2012,,Individual,,0,,,,Cash
9450,36 months,7.51,,n/a,RENT,26652,Verified,01-01-2012,Charged Off,Taking control,CA,23.41,7938,0,01-06-2014,,Individual,,0,,,,Cash
19200,36 months,13.49,Webley Systems / Parus Interactive,4 years,RENT,68500,Source Verified,01-01-2012,Fully Paid,Personal Loan,IL,7.07,20606.1013672415,0,01-08-2012,,Individual,,0,,,,Cash
35000,60 months,21.67,SK Software Design LLC,6 years,OWN,75000,Verified,01-01-2012,Charged Off,Debt Consolidation,OK,7.6,12482.31,0,01-03-2013,,Individual,,0,,,,Cash
7200,36 months,16.77,Rackspace Hosting,4 years,RENT,84000,Not Verified,01-01-2012,Fully Paid,Consolidating Debt for 2012,VA,20.43,9190.5462347465,0,01-10-2014,,Individual,,0,,,,Cash
12000,60 months,9.91,Health company,7 years,MORTGAGE,114996,Not Verified,01-01-2012,Fully Paid,Other Loan,FL,9.46,15104.7399934774,0,01-12-2015,,Individual,,0,,,,Cash
7000,36 months,12.69,,n/a,RENT,25600,Verified,01-01-2012,Fully Paid,Credit Cards Payoff,HI,8.86,8453.2600027578,0,01-01-2015,,Individual,,0,,,,Cash
35000,60 months,20.89,DYN Corp,3 years,MORTGAGE,144000,Source Verified,01-01-2012,Fully Paid,Personal Loan,SC,2.3,35610.43,0,01-02-2012,,Individual,,0,,,,Cash
10000,36 months,6.62,Br Guest Inc,2 years,RENT,65000,Not Verified,01-01-2012,Fully Paid,Wedding Expense,NY,20.62,10908.7923145159,0,01-12-2013,,Individual,,0,,,,Cash
20100,36 months,17.27,,10+ years,OWN,80000,Source Verified,01-01-2012,Fully Paid,Small Business Loan,TX,8.5,25895.5900040623,0,01-01-2015,,Individual,,0,,,,Cash
10200,60 months,23.99,Contract Specialist,4 years,MORTGAGE,106500,Source Verified,01-12-2014,Charged Off,Medical expenses,MD,9.58,6480.94,0,01-10-2016,76,Individual,,0,225253,,3,Cash
10000,36 months,9.49,customer service representative,1 year,RENT,40000,Source Verified,01-12-2014,Fully Paid,Other,VA,16.8,11538.6182431541,16.01,01-12-2017,,Individual,,0,52975,,0,Cash
6000,36 months,6.49,RN,8 years,MORTGAGE,130000,Not Verified,01-12-2014,Fully Paid,Credit card refinancing,RI,17.5,6615.949587864,0,01-12-2017,,Individual,,0,383029,,2,Cash
11200,36 months,11.44,School Librarian,10+ years,MORTGAGE,60000,Not Verified,01-12-2014,Fully Paid,Home improvement,TX,27.4,13277.2478743342,0,01-12-2017,,Individual,,0,123421,,1,Cash
27000,60 months,11.44,Development Specialist,7 years,RENT,78000,Source Verified,01-12-2014,Current,Debt consolidation,CA,12.26,29632.34,0,01-02-2019,,Individual,,0,43893,,0,Cash
25725,60 months,25.8,Teacher/Coach,10+ years,MORTGAGE,60000,Source Verified,01-12-2014,Current,Debt consolidation,AZ,13.42,38285.26,0,01-02-2019,,Individual,,0,231860,,3,Cash
15600,36 months,14.99,,n/a,MORTGAGE,120000,Verified,01-12-2014,Fully Paid,Debt consolidation,IL,27.85,19481.1708430444,0,01-02-2018,,Individual,,0,56442,,3,Cash
14000,36 months,14.99,Analyst,1 year,RENT,60000,Not Verified,01-12-2014,Fully Paid,Credit card refinancing,GA,20.13,17055.0098923631,0,01-12-2016,,Individual,,0,48119,,0,Cash
18000,60 months,15.59,Research Chemist,2 years,RENT,75000,Source Verified,01-12-2014,Fully Paid,Debt consolidation,GA,17.96,25067.9070484872,0,01-05-2018,,Individual,,0,34627,,0,Cash
31825,60 months,18.54,Recruiting Battalion Commander,10+ years,MORTGAGE,172163,Verified,01-12-2014,Current,Debt consolidation,HI,12.55,40159.47,0,01-02-2019,72,Individual,,0,270910,,6,Cash
33000,60 months,10.49,Firefighter,10+ years,MORTGAGE,100000,Verified,01-12-2014,Fully Paid,Credit card refinancing,IN,12.03,41235.9198670403,0,01-03-2018,,Individual,,0,63152,,3,Cash
4950,36 months,21.99,,n/a,OWN,16656,Verified,01-12-2014,Fully Paid,Debt consolidation,KY,6.34,5317.58,0,01-04-2015,,Individual,,0,76736,,1,Cash
35000,60 months,19.99,Sr. Drilling Fluids Engineer,2 years,MORTGAGE,135000,Verified,01-12-2014,Current,Other,LA,4.71,46277.26,0,01-02-2019,69,Individual,,0,235301,,5,Cash
16800,60 months,8.67,Clerk,2 years,MORTGAGE,133000,Not Verified,01-12-2014,Current,Debt consolidation,KS,13.99,17298.46,0,01-02-2019,,Individual,,0,57972,,4,Cash
16000,60 months,8.67,Adjunct Instructor,n/a,RENT,40000,Verified,01-12-2014,Fully Paid,Credit card refinancing,NY,19.83,19125.8208076637,0,01-12-2017,,Individual,,0,181812,,0,Cash
16125,36 months,15.59,Insurance,3 years,MORTGAGE,45000,Not Verified,01-12-2014,Fully Paid,Debt consolidation,MN,21.15,18224.79,0,01-11-2015,,Individual,,0,37698,,0,Cash
4800,36 months,8.67,Program coordinator and instructor,3 years,MORTGAGE,70000,Source Verified,01-12-2014,Charged Off,Debt consolidation,KY,28.1,2979.94,0,01-06-2016,,Individual,,0,173510,,1,Cash
25000,60 months,15.59,Owner/member,8 years,MORTGAGE,67320,Verified,01-12-2014,Current,Other,NY,39.64,30015.93,0,01-02-2019,,Individual,,0,209991,,1,Cash
35000,60 months,12.99,President,10+ years,MORTGAGE,400000,Verified,01-12-2014,Current,Debt consolidation,IL,13.72,39758.48,0,01-02-2019,,Individual,,0,773319,,2,Cash
20000,60 months,11.44,Quality Tester,10+ years,OWN,65000,Source Verified,01-12-2014,Charged Off,Credit card refinancing,SC,16.4,11040.7,0,01-10-2016,,Individual,,0,37139,,0,Cash
8000,36 months,7.49,Engineer,10+ years,MORTGAGE,98000,Verified,01-12-2014,Fully Paid,Debt consolidation,CA,4.97,8562.56,15,01-01-2016,,Individual,,0,294001,,2,Cash
10000,36 months,11.99,,n/a,MORTGAGE,80000,Source Verified,01-12-2014,Fully Paid,Credit card refinancing,SC,16.47,11113.24,0,01-01-2016,,Individual,,0,36413,,6,Cash
5000,36 months,12.39,claim assistant,10+ years,RENT,30000,Source Verified,01-12-2014,Charged Off,Credit card refinancing,VA,16.84,1833.67,0,01-11-2015,,Individual,,0,19064,,3,Cash
